problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1.9942994759573032,1.0,2.4116022179746714,1.9056390622295665,0,0
1.9808259362290785,2.9870900416203345,0.0,2.7107770844150676,2.6464393446710157,0.0,0.0
1.1981174211304033,2.7152285127502798,0.0,2.6481090763395505,1.8843135277997989,1.045372332157919,0.0
1.8464393446710154,2.571859005635899,0,2.3825680832760767,1.561278124459133,1.7627831475773665,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
