problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1.8339272176418302,2.213702198155962,2.1180782093497093,2.3152703968800377,2.0698936164374757,0,0
0,0.0,0.0,0.9182958340544896,0.0,0,0
1.9500637564362098,2.911627689719386,1.5219280948873621,3.1102847149439663,2.839775539645508,0.8112781244591328,0
1.7854752972273342,2.620184088987018,2.251629167387823,2.6672978268520016,2.418722908066561,0.0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
