problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
2.329556263075912,3.6553964055821853,3.101881223476018,2.5219280948873624,3.0363722498302232,3.874951435528341,0.0
0.0,1.5049239790974798,1.5219280948873621,2.0403733936884962,1.8423709931771084,0.7219280948873623,0
3.6375797206015807,4.271266830395928,2.725480556997868,3.5327209327287408,3.772055208874201,3.8120379754558247,0
0.0,2.7444188937325524,2.1609640474436813,2.5860388152612774,2.481714572986073,0.5032583347756457,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
