problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2.155023969395552,2.7494655275572235,0.9182958340544896,2.625814583693911,2.584962500721156,0.9819407868640977,0.0
0.9709505944546686,1.4949188482339508,0,0.9182958340544896,1.0,0.0,0
3.0938314275970376,3.5856295527979536,1.5,2.873140679513133,3.194237431266855,0.0,0
0.0,1.2158749624422407,0.0,1.3787834934861753,0.39124356362925566,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
