problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1.7249822829095858,2.973701299798534,1.9219280948873623,3.0,3.056564762130954,2.739572261986723,0
3.187750742611155,3.6827750117417724,2.663532754804255,3.588710641914682,3.1018812234760182,2.7973308171471074,0
2.237508473345071,3.2007364929499382,2.2516291673878226,2.9966308482846764,2.9672103113389796,2.528208404623099,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
