problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0.9182958340544896,2.2295739585136225,1.584962500721156,1.9219280948873623,1.9182958340544893,0,0
2.3861750035058655,2.739834594250875,1.584962500721156,2.94770277922009,2.6565647621309543,2.1173503715768227,0
1.9766004603133167,2.4316179946132364,1.584962500721156,2.321928094887362,2.2295739585136225,0.9709505944546686,0
0.0,0.9182958340544896,0.0,0.9182958340544896,1.0,0.0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
