problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.9182958340544896,2.256908989558354,1.8262452584026092,0.0,0,1.4591479170272448,0
1.3257847812033308,2.725909377088532,2.4464393446710155,1.0,0,1.4083445441575106,0
2.2199178152609536,2.2987335954957233,0.8112781244591328,0.9182958340544896,0.0,0.0,0
2.2219302374077636,2.2214088012956807,1.3921472236645345,1.0,0.0,1.123087582630798,0.0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
