problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0,0.0
2.188108547720826,2.9742545514270113,3.0479516674900737,3.084800270219352,2.709798155425679,0,0
3.425119574845139,3.9877801211657298,3.125814583693912,3.9408258907800273,3.9812224608105233,2.1159889779043453,0
3.41411944972051,4.006620142557885,2.66122625626979,3.988202292783271,3.842793842111472,2.905764584655453,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
