problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0.9666186325481028,0.8974271930876951,1.895461844238322,0.8453509366224365,0.7793498372920852,0.8485481782946159,0
0.0,2.0,1.0,2.355388542207534,1.0,2.051734907316451,0.0
1.516147658077609,1.5545851693377997,1.0,1.5588718484453603,1.5485806065228545,1.432983121056005,0
2.3973349103525243,2.558655107567799,2.0,1.4932133643654213,1.789929075309999,1.4769092849936094,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
