problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0,2.5068665431825217,2.1084585933443494,2.4662478973127313,1.5,1.3221793455166666,1.0
0.0,2.2841837197791888,0.9709505944546686,2.0464393446710156,1.9219280948873623,0,0
0.5032583347756457,2.817057178255171,1.7360411676599226,2.7497406322591127,2.4464393446710155,0.0,0.0
0.9182958340544896,2.625,1.5219280948873621,2.4692407821722844,2.1556390622295662,0.8076702057269436,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
