problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,2.4002028040540386,1.9237949406953987,2.2825887305018333,2.2109736165067546,0.9219280948873623,1.0
0.0,2.883425942466884,2.4464393446710155,3.0403733936884962,2.984769618706743,0,0
0.0,2.9976751198055647,1.9056390622295665,2.8423709931771093,2.5073801024236357,0,0
0,1.2516291673878228,0.9182958340544896,0.8112781244591328,1.0,0,0
0,1.855388542207534,1.584962500721156,2.2516291673878226,2.0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
