problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.863120568566631,1.2987949406953985,0.8112781244591328,0,0.8003922080453356,0.0
0.9940302114769565,2.252752187057114,2.2261207468426805,2.4704377979484904,1.2406705316766886,1.6181932054356447,0
0.9709505944546686,2.440960166066084,1.811278124459133,2.3745560483818835,1.7527152789797045,0.7793498372920852,0
2.2916674843771045,2.574320530156048,2.038159681645953,2.5805424477245413,2.4275019499768535,1.4955380299191112,0.0
1.6105772433316423,2.4323692133467096,2.5,2.338020961225611,1.9655962303576018,1.2987949406953985,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
