problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.0,2.225612152795249,1.4466166676282082,1.9628066316931743,1.4591479170272448,0,0
0.0,1.4949188482339508,0.8112781244591328,1.3787834934861756,1.5219280948873621,0,0
1.5715416718219246,1.9256994328277646,0.9182958340544896,1.7838593436779768,1.950212064914747,0,0
1.224394445405986,1.5090275125326515,1.0,1.5774062828523454,1.3516441151533922,0,0
1.4056390622295665,2.2248330254797586,1.584962500721156,2.345719283930527,1.6767370300521325,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
