problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
1.8230264907128848,2.3139203953908165,1.7382689280764647,1.7394541964918901,2.1135388697992603,2.2892464285091583,0.8112781244591328
0.8112781244591328,1.756263748099131,1.9219280948873623,1.4488156357251847,1.7924812503605778,0.0,0.0
2.425935305024785,2.846335736322623,2.5366082543915,2.707335703501872,2.1660402904932874,1.6440011333048612,1.5709505944546687
1.0,0.8787382513615247,0.8112781244591328,1.014097655573916,0.954434002924965,0.41381685030363374,0
0,0.0,0,0.0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
