problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1.3993556675323378,1.2987949406953985,1.3787834934861756,0.9709505944546686,0.0,0.0
0,0,0,0,0,0,0
1.5135111032410318,2.531061580520062,1.9182958340544896,2.075011210824177,2.4072509847710486,0.0,0
0,1.5219280948873621,1.7924812503605778,1.584962500721156,0,0,0.0
0.0,1.1660870601063933,0.7219280948873623,1.3787834934861753,1.1488348542809166,0.0,0.0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
