problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1.3995812306460644,2.653376076846337,1.9182958340544893,1.0,1.6854752972273344,0.48303068014561806,0
0,0,0,0,0,0,0
2.2464393446710154,3.0299116433095405,1.8423709931771084,1.584962500721156,2.413088436425758,0.0,0.0
1.561278124459133,2.370502634401929,1.9182958340544896,0.0,1.9182958340544893,0.0,0
1.4488156357251847,2.8808864614762664,1.5,1.584962500721156,2.584962500721156,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
