problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2.2464393446710154,2.706904268270051,2.299896391167891,2.8132098295058956,2.609850166028943,1.811278124459133,0
0.9182958340544896,1.510562004367972,1.4355205042826666,2.1709505944546685,1.9056390622295665,1.07462769858425,0.0
0.9709505944546686,2.288041769529432,2.2062389286533897,2.2988252450030506,2.3332062193464953,0.863120568566631,0
2.5152998034933436,2.7995474210766047,2.413088436425758,3.004854637684838,2.980091412248763,1.334282221599798,0
0,0.6500224216483541,0.0,1.5,1.0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
