problem,access,navigate,page_close,video,discussion,wiki
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1.0,1.5501992264848214,0.9182958340544896,1.6762400841760658,1.809200032697812,0.5586293734521992,0
0.7219280948873623,1.2448406699719212,0.6500224216483541,1.253297578463043,0.7219280948873623,0.0,0.0
0,2.720582776146013,0.0,2.6556390622295662,2.113283334294875,0,0
1.584962500721156,2.556148933685849,1.789929075309999,2.5545851693377997,2.1556390622295662,0.0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
