problem,access,navigate,page_close,video,discussion,wiki
0,2.689167594355419,2.495602923729013,2.4692407821722844,2.004886164091843,1.9431590918088644,1.584962500721156
0.0,2.981896859914352,2.94770277922009,3.0337940209922127,2.084962500721156,0.0,0
1.3787834934861756,3.384255906323223,2.6105772433316417,3.369705294760843,2.9084479247439905,0.8904916402194913,0
0.0,2.25,0.9182958340544896,2.1619781796795534,1.9056390622295665,0.0,0
0.9182958340544896,1.8932904472814873,1.5219280948873621,1.9751060324573735,1.5739889616503062,1.0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
